date,region,capacity_factor
1996-11-29,CA,0.108045
1996-11-29,FL,0.054046
1996-11-29,MN,0.03359
1996-11-29,TX,0.049749
1996-11-30,CA,0.026168
1996-11-30,FL,0.088256
1996-11-30,MN,0.084036
1996-11-30,TX,0.115711
1996-12-01,CA,0.044598
1996-12-01,FL,0.092572
1996-12-01,MN,0.086753
1996-12-01,TX,0.071485
1996-12-02,CA,0.030364
1996-12-02,FL,0.020987
1996-12-02,MN,0.00984
1996-12-02,TX,0.077335
1996-12-03,CA,0.007385
1996-12-03,FL,0.007221
1996-12-03,MN,0.003274
1996-12-03,TX,0.013031
1996-12-04,CA,0.016657
1996-12-04,FL,0.020258
1996-12-04,MN,0.040292
1996-12-04,TX,0.038714
1996-12-05,CA,0.066493
1996-12-05,FL,0.017605
1996-12-05,MN,0.008462
1996-12-05,TX,0.060432
1996-12-06,CA,0.065527
1996-12-06,FL,0.005026
1996-12-06,MN,0.02128
1996-12-06,TX,0.080274
1996-12-07,CA,0.030548
1996-12-07,FL,0.027994
1996-12-07,MN,0.09174
1996-12-07,TX,0.036529
1996-12-08,CA,0.033969
1996-12-08,FL,0.072776
1996-12-08,MN,0.130844
1996-12-08,TX,0.024649
1996-12-09,CA,0.073841
1996-12-09,FL,0.05426
1996-12-09,MN,0.06151
1996-12-09,TX,0.053027
1996-12-10,CA,0.143321
1996-12-10,FL,0.014031
1996-12-10,MN,0.019614
1996-12-10,TX,0.159917
1996-12-11,CA,0.04722
1996-12-11,FL,0.017556
1996-12-11,MN,0.051379
1996-12-11,TX,0.100432
1996-12-12,CA,0.025798
1996-12-12,FL,0.015943
1996-12-12,MN,0.036893
1996-12-12,TX,0.01819
1996-12-13,CA,0.043255
1996-12-13,FL,0.004394
1996-12-13,MN,0.006725
1996-12-13,TX,0.00618
1996-12-14,CA,0.079168
1996-12-14,FL,0.010251
1996-12-14,MN,0.011146
1996-12-14,TX,0.048585
1996-12-15,CA,0.118297
1996-12-15,FL,0.020022
1996-12-15,MN,0.146678
1996-12-15,TX,0.2171
1996-12-16,CA,0.015995
1996-12-16,FL,0.020728
1996-12-16,MN,0.085359
1996-12-16,TX,0.088704
1996-12-17,CA,0.06822
1996-12-17,FL,0.035975
1996-12-17,MN,0.109023
1996-12-17,TX,0.169902
1996-12-18,CA,0.0853
1996-12-18,FL,0.021208
1996-12-18,MN,0.270246
1996-12-18,TX,0.163386
1996-12-19,CA,0.009653
1996-12-19,FL,0.100816
1996-12-19,MN,0.110021
1996-12-19,TX,0.024422
1996-12-20,CA,0.010483
1996-12-20,FL,0.083707
1996-12-20,MN,0.070358
1996-12-20,TX,0.046158
1996-12-21,CA,0.046087
1996-12-21,FL,0.041232
1996-12-21,MN,0.121703
1996-12-21,TX,0.150656
1996-12-22,CA,0.139504
1996-12-22,FL,0.050903
1996-12-22,MN,0.029741
1996-12-22,TX,0.131545
1996-12-23,CA,0.042458
1996-12-23,FL,0.033786
1996-12-23,MN,0.07871
1996-12-23,TX,0.149547
1996-12-24,CA,0.01337
1996-12-24,FL,0.013607
1996-12-24,MN,0.180488
1996-12-24,TX,0.106739
1996-12-25,CA,0.007827
1996-12-25,FL,0.025406
1996-12-25,MN,0.008803
1996-12-25,TX,0.053743
1996-12-26,CA,0.028427
1996-12-26,FL,0.007891
1996-12-26,MN,0.005256
1996-12-26,TX,0.051069
1996-12-27,CA,0.063433
1996-12-27,FL,0.00434
1996-12-27,MN,0.015833
1996-12-27,TX,0.045407
1996-12-28,CA,0.030554
1996-12-28,FL,0.003908
1996-12-28,MN,0.018852
1996-12-28,TX,0.052833
1996-12-29,CA,0.126151
1996-12-29,FL,0.004617
1996-12-29,MN,0.017901
1996-12-29,TX,0.017546
1996-12-30,CA,0.069164
1996-12-30,FL,0.008515
1996-12-30,MN,0.008788
1996-12-30,TX,0.016863
1996-12-31,CA,0.100708
1996-12-31,FL,0.002679
1996-12-31,MN,0.077018
1996-12-31,TX,0.018601
1997-01-01,CA,0.130012
1997-01-01,FL,0.002052
1997-01-01,MN,0.066922
1997-01-01,TX,0.012192
1997-01-02,CA,0.048564
1997-01-02,FL,0.002721
1997-01-02,MN,0.018488
1997-01-02,TX,0.043939
1997-01-03,CA,0.073703
1997-01-03,FL,0.003979
1997-01-03,MN,0.011321
1997-01-03,TX,0.169927
1997-01-04,CA,0.014655
1997-01-04,FL,0.009282
1997-01-04,MN,0.122756
1997-01-04,TX,0.138892
1997-01-05,CA,0.040402
1997-01-05,FL,0.028383
1997-01-05,MN,0.302349
1997-01-05,TX,0.045185
1997-01-06,CA,0.159759
1997-01-06,FL,0.005262
1997-01-06,MN,0.074036
1997-01-06,TX,0.151207
1997-01-07,CA,0.054296
1997-01-07,FL,0.014817
1997-01-07,MN,0.016441
1997-01-07,TX,0.108985
1997-01-08,CA,0.007987
1997-01-08,FL,0.011796
1997-01-08,MN,0.037924
1997-01-08,TX,0.027808
1997-01-09,CA,0.002387
1997-01-09,FL,0.093414
1997-01-09,MN,0.043565
1997-01-09,TX,0.067697
1997-01-10,CA,0.010236
1997-01-10,FL,0.058832
1997-01-10,MN,0.301184
1997-01-10,TX,0.085782
1997-01-11,CA,0.013744
1997-01-11,FL,0.016678
1997-01-11,MN,0.189041
1997-01-11,TX,0.08515
1997-01-12,CA,0.026698
1997-01-12,FL,0.023829
1997-01-12,MN,0.103541
1997-01-12,TX,0.14269
1997-01-13,CA,0.094859
1997-01-13,FL,0.063299
1997-01-13,MN,0.029608
1997-01-13,TX,0.113454
1997-01-14,CA,0.030171
1997-01-14,FL,0.079064
1997-01-14,MN,0.020957
1997-01-14,TX,0.028181
1997-01-15,CA,0.02635
1997-01-15,FL,0.056797
1997-01-15,MN,0.151281
1997-01-15,TX,0.083332
1997-01-16,CA,0.021645
1997-01-16,FL,0.088688
1997-01-16,MN,0.356368
1997-01-16,TX,0.088443
1997-01-17,CA,0.027917
1997-01-17,FL,0.087694
1997-01-17,MN,0.077729
1997-01-17,TX,0.035977
1997-01-18,CA,0.02303
1997-01-18,FL,0.070543
1997-01-18,MN,0.036417
1997-01-18,TX,0.021482
1997-01-19,CA,0.012029
1997-01-19,FL,0.024028
1997-01-19,MN,0.038682
1997-01-19,TX,0.006223
